"","CHR","POS1","POS2","N_CHR","R.2","D","Dprime","DIST","LEVEL","Rep","DIST_MB"
"1",1,7346757,7778748,100,0.00953778,-0.0078,-1,431991,"[0,5e+05)","1",0.431991
"2",1,5483271,5673167,100,0.00520532,-0.0045,-1,189896,"[0,5e+05)","1",0.189896
"3",1,16519792,17011268,100,0.00277008,-0.0025,-1,491476,"[0,5e+05)","1",0.491476
"4",1,7778748,8176545,100,0.0593265,0.0209,0.343186,397797,"[0,5e+05)","1",0.397797
"5",1,24020095,24191334,100,0.00480439,-0.0042,-1,171239,"[0,5e+05)","1",0.171239
"6",1,21200524,21451910,100,0.00457666,-0.004,-1,251386,"[0,5e+05)","1",0.251386
"7",1,17011268,17222338,100,0.00457666,-0.004,-1,211070,"[0,5e+05)","1",0.21107
"8",1,20765591,20960130,100,0.0679914,0.0158,0.283154,194539,"[0,5e+05)","1",0.194539
"9",1,20960130,21172510,100,0.00744417,-0.0063,-1,212380,"[0,5e+05)","1",0.21238
"10",1,17156474,17222338,100,0.00555042,-0.0048,-1,65864,"[0,5e+05)","1",0.065864
"11",1,17222338,17278392,100,0.00555042,-0.0048,-1,56054,"[0,5e+05)","1",0.056054
"12",1,13785045,14255209,100,0.2271,0.0265,0.569892,470164,"[0,5e+05)","1",0.470164
"13",1,24191334,24637789,100,0.00566539,-0.0049,-1,446455,"[0,5e+05)","1",0.446455
"14",1,7346757,7543511,100,0.00335946,-0.003,-1,196754,"[0,5e+05)","1",0.196754
"15",1,19320471,19550553,100,0.00654511,-0.0056,-1,230082,"[0,5e+05)","1",0.230082
"16",1,9509740,9568287,100,0.00788907,-0.0066,-1,58547,"[0,5e+05)","1",0.058547
"17",1,20765591,21200524,100,0.00555042,-0.0048,-1,434933,"[0,5e+05)","1",0.434933
"18",1,9509740,9587613,100,0.00788907,-0.0066,-1,77873,"[0,5e+05)","1",0.077873
"19",1,1680473,2045987,100,0.00457666,-0.004,-1,365514,"[0,5e+05)","1",0.365514
"20",1,20090133,20531788,100,0.00277008,-0.0025,-1,441655,"[0,5e+05)","1",0.441655
"21",1,14071932,14255209,100,0.00277008,-0.0025,-1,183277,"[0,5e+05)","1",0.183277
"22",1,23434464,23564820,100,0.00654511,-0.0056,-1,130356,"[0,5e+05)","1",0.130356
"23",1,9357840,9509740,100,0.0137328,-0.011,-1,151900,"[0,5e+05)","1",0.1519
"24",1,21172510,21451910,100,0.00520532,-0.0045,-1,279400,"[0,5e+05)","1",0.2794
"25",1,21451910,21825670,100,0.00457666,-0.004,-1,373760,"[0,5e+05)","1",0.37376
"26",1,20765591,21172510,100,0.00631284,-0.0054,-1,406919,"[0,5e+05)","1",0.406919
"27",1,20960130,21451910,100,0.00396152,-0.0035,-1,491780,"[0,5e+05)","1",0.49178
"28",1,23542040,23978613,100,0.00277008,-0.0025,-1,436573,"[0,5e+05)","1",0.436573
"29",1,23978613,24191334,100,0.00396152,-0.0035,-1,212721,"[0,5e+05)","1",0.212721
"30",1,1223284,1512840,100,0.824561,0.047,1,289556,"[0,5e+05)","1",0.289556
"31",1,9117569,9357840,100,0.0386131,0.014,0.259259,240271,"[0,5e+05)","1",0.240271
"32",1,7295272,7778748,100,0.00953778,-0.0078,-1,483476,"[0,5e+05)","1",0.483476
"33",1,285572,697195,100,0.00335946,-0.003,-1,411623,"[0,5e+05)","1",0.411623
"34",1,17156474,17278392,100,0.00407424,-0.0036,-1,121918,"[0,5e+05)","1",0.121918
"35",1,7295272,7346757,100,0.00407424,-0.0036,-1,51485,"[0,5e+05)","1",0.051485
"36",1,4730832,5673167,100,0.00777585,0.0055,0.120879,942335,"[5e+05,1e+06)","1",0.942335
"37",1,9587613,10485469,100,0.00335946,-0.003,-1,897856,"[5e+05,1e+06)","1",0.897856
"38",1,20960130,21825670,100,0.00654511,-0.0056,-1,865540,"[5e+05,1e+06)","1",0.86554
"39",1,4665512,5483271,100,0.272116,0.027,0.574468,817759,"[5e+05,1e+06)","1",0.817759
"40",1,9568287,10485469,100,0.00335946,-0.003,-1,917182,"[5e+05,1e+06)","1",0.917182
"41",1,19320471,20090133,100,0.00396152,-0.0035,-1,769662,"[5e+05,1e+06)","1",0.769662
"42",1,697195,1239167,100,0.349065,0.0358,0.641577,541972,"[5e+05,1e+06)","1",0.541972
"43",1,4098562,4665512,100,0.00407424,-0.0036,-1,566950,"[5e+05,1e+06)","1",0.56695
"44",1,22742849,23434464,100,0.00555042,-0.0048,-1,691615,"[5e+05,1e+06)","1",0.691615
"45",1,16519792,17278392,100,0.0182904,0.007,0.148936,758600,"[5e+05,1e+06)","1",0.7586
"46",1,2501971,3185594,100,0.0086001,-0.0072,-1,683623,"[5e+05,1e+06)","1",0.683623
"47",1,4730832,5483271,100,0.00277008,-0.0025,-1,752439,"[5e+05,1e+06)","1",0.752439
"48",1,20531788,21451910,100,0.00277008,-0.0025,-1,920122,"[5e+05,1e+06)","1",0.920122
"49",1,19550553,20090133,100,0.00457666,-0.004,-1,539580,"[5e+05,1e+06)","1",0.53958
"50",1,21200524,21825670,100,0.00756144,-0.0064,-1,625146,"[5e+05,1e+06)","1",0.625146
"51",1,3185594,4098562,100,0.0556583,0.0152,0.275362,912968,"[5e+05,1e+06)","1",0.912968
"52",1,9906101,10485469,100,0.00277008,-0.0025,-1,579368,"[5e+05,1e+06)","1",0.579368
"53",1,18772360,19320471,100,0.00566539,-0.0049,-1,548111,"[5e+05,1e+06)","1",0.548111
"54",1,9568287,10473394,100,0.0679914,0.0158,0.283154,905107,"[5e+05,1e+06)","1",0.905107
"55",1,1512840,2501971,100,0.061757,0.0155,0.340659,989131,"[5e+05,1e+06)","1",0.989131
"56",1,23978613,24857360,100,0.00277008,-0.0025,-1,878747,"[5e+05,1e+06)","1",0.878747
"57",1,18618407,19320471,100,0.00404061,0.0044,0.068323,702064,"[5e+05,1e+06)","1",0.702064
"58",1,285572,1223284,100,0.00335946,-0.003,-1,937712,"[5e+05,1e+06)","1",0.937712
"59",1,18689299,19320471,100,0.00480439,-0.0042,-1,631172,"[5e+05,1e+06)","1",0.631172
"60",1,1239167,2045987,100,0.00654511,-0.0056,-1,806820,"[5e+05,1e+06)","1",0.80682
"61",1,20090133,20960130,100,0.00396152,-0.0035,-1,869997,"[5e+05,1e+06)","1",0.869997
"62",1,20531788,21172510,100,0.00520532,-0.0045,-1,640722,"[5e+05,1e+06)","1",0.640722
"63",1,22185554,23083476,100,0.00916212,0.0058,0.103943,897922,"[5e+05,1e+06)","1",0.897922
"64",1,1223284,2045987,100,0.00555042,-0.0048,-1,822703,"[5e+05,1e+06)","1",0.822703
"65",1,23542040,24191334,100,0.00396152,-0.0035,-1,649294,"[5e+05,1e+06)","1",0.649294
"66",1,18772360,19550553,100,0.0432779,0.0144,0.223602,778193,"[5e+05,1e+06)","1",0.778193
"67",1,3496768,4098562,100,0.00407424,-0.0036,-1,601794,"[5e+05,1e+06)","1",0.601794
