"","CHR","POS1","POS2","N_CHR","R.2","D","Dprime","DIST","LEVEL","Rep","DIST_MB"
"1",1,12480033,13748927,100,0.00631284,-0.0054,-1,1268894,"[1e+06,1.5e+06)","2",1.268894
"2",1,7502443,8905934,100,0.00457666,-0.004,-1,1403491,"[1e+06,1.5e+06)","2",1.403491
"3",1,5132942,6159902,100,0.00654511,-0.0056,-1,1026960,"[1e+06,1.5e+06)","2",1.02696
"4",1,11103306,12539262,100,0.032162,-0.0216,-1,1435956,"[1e+06,1.5e+06)","2",1.435956
"5",1,13916482,15036036,100,0.00480439,-0.0042,-1,1119554,"[1e+06,1.5e+06)","2",1.119554
"6",1,12480033,13950565,100,0.0236083,-0.0162,-1,1470532,"[1e+06,1.5e+06)","2",1.470532
"7",1,23702975,24898090,100,0.00457666,-0.004,-1,1195115,"[1e+06,1.5e+06)","2",1.195115
"8",1,11212399,12539262,100,0.00555042,-0.0048,-1,1326863,"[1e+06,1.5e+06)","2",1.326863
"9",1,7815146,8905934,100,0.0107474,-0.0088,-1,1090788,"[1e+06,1.5e+06)","2",1.090788
"10",1,11173016,12539262,100,0.161491,0.052,1,1366246,"[1e+06,1.5e+06)","2",1.366246
"11",1,5118711,6159902,100,0.00756144,-0.0064,-1,1041191,"[1e+06,1.5e+06)","2",1.041191
"12",1,11519291,12611875,100,0.0122531,-0.0098,-1,1092584,"[1e+06,1.5e+06)","2",1.092584
"13",1,12539262,13618293,100,0.025974,-0.0184,-1,1079031,"[1e+06,1.5e+06)","2",1.079031
"14",1,1388259,2571105,100,0.0141557,-0.0112,-1,1182846,"[1e+06,1.5e+06)","2",1.182846
"15",1,11212399,12665735,100,0.00407424,-0.0036,-1,1453336,"[1e+06,1.5e+06)","2",1.453336
"16",1,13618293,15036036,100,0.251987,0.0539,1,1417743,"[1e+06,1.5e+06)","2",1.417743
"17",1,20148008,21273808,100,0.00555042,-0.0048,-1,1125800,"[1e+06,1.5e+06)","2",1.1258
"18",1,9590598,10962512,100,0.019088,-0.0144,-1,1371914,"[1e+06,1.5e+06)","2",1.371914
"19",1,6159902,7502443,100,0.00457666,-0.004,-1,1342541,"[1e+06,1.5e+06)","2",1.342541
"20",1,11173016,12611875,100,0.0405294,-0.0245,-1,1438859,"[1e+06,1.5e+06)","2",1.438859
"21",1,7905563,9146050,100,0.00480439,-0.0042,-1,1240487,"[1e+06,1.5e+06)","2",1.240487
"22",1,22802086,24045853,100,0.00457666,-0.004,-1,1243767,"[1e+06,1.5e+06)","2",1.243767
"23",1,12089464,13341195,100,0.0140114,-0.0108,-1,1251731,"[1e+06,1.5e+06)","2",1.251731
"24",1,13748927,14818089,100,0.0188383,-0.0144,-1,1069162,"[1e+06,1.5e+06)","2",1.069162
"25",1,6074,1416409,100,0.0471869,-0.0312,-1,1410335,"[1e+06,1.5e+06)","2",1.410335
"26",1,9281854,10621248,100,0.392097,0.0516,1,1339394,"[1e+06,1.5e+06)","2",1.339394
"27",1,12611875,13916482,100,0.00480439,-0.0042,-1,1304607,"[1e+06,1.5e+06)","2",1.304607
"28",1,6159902,7217839,100,0.0107474,-0.0088,-1,1057937,"[1e+06,1.5e+06)","2",1.057937
"29",1,11519291,12989728,100,0.0103909,-0.0084,-1,1470437,"[1e+06,1.5e+06)","2",1.470437
"30",1,13618293,14818089,100,0.0568955,-0.0368,-1,1199796,"[1e+06,1.5e+06)","2",1.199796
"31",1,7815146,9146050,100,0.00788907,-0.0066,-1,1330904,"[1e+06,1.5e+06)","2",1.330904
"32",1,5468706,7425465,100,0.0141557,-0.0112,-1,1956759,"[1.5e+06,2e+06)","2",1.956759
"33",1,11103306,12989728,100,0.0236083,-0.0162,-1,1886422,"[1.5e+06,2e+06)","2",1.886422
"34",1,12089464,13950565,100,0.0811894,-0.0486,-1,1861101,"[1.5e+06,2e+06)","2",1.861101
"35",1,10621248,12539262,100,0.00555042,-0.0048,-1,1918014,"[1.5e+06,2e+06)","2",1.918014
"36",1,10621248,12480033,100,0.00407424,-0.0036,-1,1858785,"[1.5e+06,2e+06)","2",1.858785
"37",1,9590598,11212399,100,0.0140114,-0.0108,-1,1621801,"[1.5e+06,2e+06)","2",1.621801
"38",1,9590598,11173016,100,0.118199,-0.063,-1,1582418,"[1.5e+06,2e+06)","2",1.582418
"39",1,13341195,15036036,100,0.00480439,-0.0042,-1,1694841,"[1.5e+06,2e+06)","2",1.694841
"40",1,7217839,8905934,100,0.0107474,-0.0088,-1,1688095,"[1.5e+06,2e+06)","2",1.688095
"41",1,7394975,8905934,100,0.00555042,-0.0048,-1,1510959,"[1.5e+06,2e+06)","2",1.510959
"42",1,22512795,24045853,100,0.00555042,-0.0048,-1,1533058,"[1.5e+06,2e+06)","2",1.533058
"43",1,12089464,13916482,100,0.0140114,-0.0108,-1,1827018,"[1.5e+06,2e+06)","2",1.827018
"44",1,7905563,9590598,100,0.342891,0.0574,1,1685035,"[1.5e+06,2e+06)","2",1.685035
"45",1,21273808,22802086,100,0.00335946,-0.003,-1,1528278,"[1.5e+06,2e+06)","2",1.528278
"46",1,9281854,10962512,100,0.0141557,-0.0112,-1,1680658,"[1.5e+06,2e+06)","2",1.680658
"47",1,7394975,9281854,100,0.392097,0.0516,1,1886879,"[1.5e+06,2e+06)","2",1.886879
"48",1,7502443,9281854,100,0.00856793,-0.007,-1,1779411,"[1.5e+06,2e+06)","2",1.779411
"49",1,7815146,9590598,100,0.0271307,-0.0198,-1,1775452,"[1.5e+06,2e+06)","2",1.775452
"50",1,11519291,13341195,100,0.0103909,-0.0084,-1,1821904,"[1.5e+06,2e+06)","2",1.821904
"51",1,7560539,9281854,100,0.0141557,-0.0112,-1,1721315,"[1.5e+06,2e+06)","2",1.721315
"52",1,5468706,7394975,100,0.00555042,-0.0048,-1,1926269,"[1.5e+06,2e+06)","2",1.926269
"53",1,8905934,10621248,100,0.00555042,-0.0048,-1,1715314,"[1.5e+06,2e+06)","2",1.715314
"54",1,7217839,9146050,100,0.00788907,-0.0066,-1,1928211,"[1.5e+06,2e+06)","2",1.928211
"55",1,22512795,24208467,100,0.0180033,-0.0132,-1,1695672,"[1.5e+06,2e+06)","2",1.695672
"56",1,4481559,6159902,100,0.00654511,-0.0056,-1,1678343,"[1.5e+06,2e+06)","2",1.678343
"57",1,9590598,11103306,100,0.0811894,-0.0486,-1,1512708,"[1.5e+06,2e+06)","2",1.512708
"58",1,10962512,12539262,100,1,0.0736,1,1576750,"[1.5e+06,2e+06)","2",1.57675
"59",1,11212399,12989728,100,0.00407424,-0.0036,-1,1777329,"[1.5e+06,2e+06)","2",1.777329
"60",1,9281854,11103306,100,0.0602103,-0.0378,-1,1821452,"[1.5e+06,2e+06)","2",1.821452
"61",1,13950565,15835645,100,0.0410959,-0.027,-1,1885080,"[1.5e+06,2e+06)","2",1.88508
"62",1,9146050,10962512,100,0.00555042,-0.0048,-1,1816462,"[1.5e+06,2e+06)","2",1.816462
"63",1,9281854,12089464,100,0.0357345,-0.0252,-1,2807610,"[2.5e+06,3e+06)","2",2.80761
"64",1,4918469,7815146,100,0.00788907,-0.0066,-1,2896677,"[2.5e+06,3e+06)","2",2.896677
"65",1,9146050,12089464,100,0.29078,0.0492,1,2943414,"[2.5e+06,3e+06)","2",2.943414
"66",1,4481559,7217839,100,0.00930289,-0.0077,-1,2736280,"[2.5e+06,3e+06)","2",2.73628
"67",1,4918469,7560539,100,0.00555042,-0.0048,-1,2642070,"[2.5e+06,3e+06)","2",2.64207
"68",1,6074,2571105,100,0.0514076,-0.0336,-1,2565031,"[2.5e+06,3e+06)","2",2.565031
"69",1,11212399,13950565,100,0.172577,0.0438,1,2738166,"[2.5e+06,3e+06)","2",2.738166
"70",1,12089464,14818089,100,0.255549,0.0712,0.542683,2728625,"[2.5e+06,3e+06)","2",2.728625
"71",1,10621248,13618293,100,0.019066,-0.0138,-1,2997045,"[2.5e+06,3e+06)","2",2.997045
"72",1,2571105,5468706,100,0.0141557,-0.0112,-1,2897601,"[2.5e+06,3e+06)","2",2.897601
"73",1,11103306,13916482,100,0.0236083,-0.0162,-1,2813176,"[2.5e+06,3e+06)","2",2.813176
"74",1,4481559,7394975,100,0.00480439,-0.0042,-1,2913416,"[2.5e+06,3e+06)","2",2.913416
"75",1,5118711,7815146,100,0.0107474,-0.0088,-1,2696435,"[2.5e+06,3e+06)","2",2.696435
"76",1,4776342,7394975,100,0.00335946,-0.003,-1,2618633,"[2.5e+06,3e+06)","2",2.618633
"77",1,20148008,22802086,100,0.00457666,-0.004,-1,2654078,"[2.5e+06,3e+06)","2",2.654078
"78",1,10621248,13341195,100,0.00407424,-0.0036,-1,2719947,"[2.5e+06,3e+06)","2",2.719947
"79",1,5132942,7815146,100,0.608993,0.0623,1,2682204,"[2.5e+06,3e+06)","2",2.682204
"80",1,2571105,5118711,100,0.0141557,-0.0112,-1,2547606,"[2.5e+06,3e+06)","2",2.547606
"81",1,11212399,13916482,100,0.00407424,-0.0036,-1,2704083,"[2.5e+06,3e+06)","2",2.704083
"82",1,12989728,15835645,100,0.0070922,-0.006,-1,2845917,"[2.5e+06,3e+06)","2",2.845917
"83",1,6159902,8905934,100,0.00756144,-0.0064,-1,2746032,"[2.5e+06,3e+06)","2",2.746032
"84",1,1619209,4481559,100,0.00480439,-0.0042,-1,2862350,"[2.5e+06,3e+06)","2",2.86235
"85",1,2571105,5132942,100,0.0122531,-0.0098,-1,2561837,"[2.5e+06,3e+06)","2",2.561837
"86",1,11103306,13950565,100,0.807354,0.1771,0.898529,2847259,"[2.5e+06,3e+06)","2",2.847259
"87",1,10962512,13748927,100,0.0086001,-0.0072,-1,2786415,"[2.5e+06,3e+06)","2",2.786415
"88",1,11212399,13748927,100,0.00631284,-0.0054,-1,2536528,"[2.5e+06,3e+06)","2",2.536528
"89",1,4918469,7502443,100,0.00335946,-0.003,-1,2583974,"[2.5e+06,3e+06)","2",2.583974
"90",1,4481559,7425465,100,0.0122531,-0.0098,-1,2943906,"[2.5e+06,3e+06)","2",2.943906
"91",1,8905934,11519291,100,0.0141557,-0.0112,-1,2613357,"[2.5e+06,3e+06)","2",2.613357
"92",1,11173016,13748927,100,0.0532544,-0.0315,-1,2575911,"[2.5e+06,3e+06)","2",2.575911
"93",1,21273808,24208467,100,0.0180033,-0.0132,-1,2934659,"[2.5e+06,3e+06)","2",2.934659
"94",1,9146050,13618293,100,0.019066,-0.0138,-1,4472243,"[4e+06,4.5e+06)","2",4.472243
"95",1,5132942,9590598,100,0.0165224,-0.0126,-1,4457656,"[4e+06,4.5e+06)","2",4.457656
"96",1,9590598,13748927,100,0.450549,0.0738,1,4158329,"[4e+06,4.5e+06)","2",4.158329
