"","CHR","POS1","POS2","N_CHR","R.2","D","Dprime","DIST","LEVEL","Rep","DIST_MB"
"1",1,14365277,14495403,100,0.0912209,-0.0532,-1,130126,"[0,5e+05)","1",0.130126
"2",1,4844611,5073837,100,0.0121581,-0.0096,-1,229226,"[0,5e+05)","1",0.229226
"3",1,23506039,23898255,100,0.0244727,0.0263,0.396682,392216,"[0,5e+05)","1",0.392216
"4",1,12889981,13077073,100,0.848024,0.0558,1,187092,"[0,5e+05)","1",0.187092
"5",1,11111769,11208666,100,0.00407424,-0.0036,-1,96897,"[0,5e+05)","1",0.096897
"6",1,6707313,7063983,100,0.0652557,-0.037,-1,356670,"[0,5e+05)","1",0.35667
"7",1,16045847,16348600,100,0.0188172,-0.014,-1,302753,"[0,5e+05)","1",0.302753
"8",1,19855573,20095671,100,0.0411985,0.0275,1,240098,"[0,5e+05)","1",0.240098
"9",1,15249809,15347974,100,0.168452,-0.0665,-0.624413,98165,"[0,5e+05)","1",0.098165
"10",1,12388353,12449819,100,0.0203762,-0.0156,-1,61466,"[0,5e+05)","1",0.061466
"11",1,3417297,3631358,100,0.183572,0.0742,1,214061,"[0,5e+05)","1",0.214061
"12",1,10740553,11239668,100,0.00409626,0.008,0.285714,499115,"[0,5e+05)","1",0.499115
"13",1,4844611,4994823,100,0.00555042,-0.0048,-1,150212,"[0,5e+05)","1",0.150212
"14",1,15717695,16035085,100,0.0273596,0.0325,0.448276,317390,"[0,5e+05)","1",0.31739
"15",1,12084881,12582649,100,0.0311623,0.0284,0.415205,497768,"[0,5e+05)","1",0.497768
"16",1,15662218,16126576,100,0.0553014,-0.0331,-0.623352,464358,"[0,5e+05)","1",0.464358
"17",1,22112346,22519023,100,0.0560808,-0.0496,-0.553571,406677,"[0,5e+05)","1",0.406677
"18",1,6989545,7366960,100,0.00407424,-0.0036,-1,377415,"[0,5e+05)","1",0.377415
"19",1,21268641,21703498,100,0.005501,-0.0088,-0.305556,434857,"[0,5e+05)","1",0.434857
"20",1,15196760,15320472,100,0.526907,0.0891,1,123712,"[0,5e+05)","1",0.123712
