"","CHR","POS1","POS2","N_CHR","R.2","D","Dprime","DIST","LEVEL","Rep","DIST_MB"
"1",1,8478646,8753638,100,0.00555042,-0.0048,-1,274992,"[0,5e+05)","1",0.274992
"2",1,6819884,6910390,100,0.903475,-0.1872,-1,90506,"[0,5e+05)","1",0.090506
"3",1,22796241,22821370,100,0.0118577,-0.0096,-1,25129,"[0,5e+05)","1",0.025129
"4",1,23886905,24264018,100,0.00480439,-0.0042,-1,377113,"[0,5e+05)","1",0.377113
"5",1,7515140,7728382,100,0.0070922,-0.006,-1,213242,"[0,5e+05)","1",0.213242
"6",1,7226878,7557304,100,0.81203,-0.1728,-1,330426,"[0,5e+05)","1",0.330426
"7",1,784258,1209853,100,0.393939,-0.078,-1,425595,"[0,5e+05)","1",0.425595
"8",1,21442208,21562618,100,0.00788907,0.0066,1,120410,"[0,5e+05)","1",0.12041
"9",1,14915446,15390832,100,0.0221987,0.0168,1,475386,"[0,5e+05)","1",0.475386
"10",1,19782870,20020811,100,0.0103909,-0.0084,-1,237941,"[0,5e+05)","1",0.237941
"11",1,2664292,2806892,100,0.506173,-0.082,-1,142600,"[0,5e+05)","1",0.1426
"12",1,4255579,4334266,100,1,0.09,1,78687,"[0,5e+05)","1",0.078687
"13",1,6758705,6819884,100,0.316239,0.074,1,61179,"[0,5e+05)","1",0.061179
"14",1,2806892,3177066,100,0.506173,-0.082,-1,370174,"[0,5e+05)","1",0.370174
"15",1,8753638,8941887,100,0.00407424,-0.0036,-1,188249,"[0,5e+05)","1",0.188249
"16",1,6910390,7226878,100,1,0.2016,1,316488,"[0,5e+05)","1",0.316488
"17",1,7390990,7557304,100,0.81203,-0.1728,-1,166314,"[0,5e+05)","1",0.166314
"18",1,4156406,4424733,100,0.00555042,-0.0048,-1,268327,"[0,5e+05)","1",0.268327
"19",1,23948588,24077905,100,0.89899,-0.089,-1,129317,"[0,5e+05)","1",0.129317
"20",1,21442208,21629694,100,0.425837,-0.0445,-1,187486,"[0,5e+05)","1",0.187486
"21",1,11434265,11520651,100,0.782609,0.072,1,86386,"[0,5e+05)","1",0.086386
"22",1,11736904,11783994,100,0.00407424,-0.0036,-1,47090,"[0,5e+05)","1",0.04709
"23",1,10816186,10938313,100,0.00966184,-0.008,-1,122127,"[0,5e+05)","1",0.122127
"24",1,13029956,13284077,100,0.00870406,-0.0072,-1,254121,"[0,5e+05)","1",0.254121
"25",1,1223470,1437219,100,1,0.09,1,213749,"[0,5e+05)","1",0.213749
"26",1,11248386,11266242,100,0.019088,0.0144,1,17856,"[0,5e+05)","1",0.017856
"27",1,6460419,6523324,100,1,-0.2016,-1,62905,"[0,5e+05)","1",0.062905
"28",1,1474533,1560076,100,0.0151515,-0.012,-1,85543,"[0,5e+05)","1",0.085543
"29",1,8788113,8847677,100,0.00756144,-0.0064,-1,59564,"[0,5e+05)","1",0.059564
"30",1,6325487,6731219,100,1,-0.2016,-1,405732,"[0,5e+05)","1",0.405732
"31",1,19769366,20249057,100,0.019088,0.0144,1,479691,"[0,5e+05)","1",0.479691
"32",1,2122277,2599502,100,0.486532,-0.068,-0.772727,477225,"[0,5e+05)","1",0.477225
