"","CHR","POS1","POS2","N_CHR","R.2","D","Dprime","DIST","LEVEL","Rep","DIST_MB"
"1",1,20220363,20705755,100,0.0336497,0.0195,1,485392,"[0,5e+05)","1",0.485392
"2",1,23403066,23655568,100,0.00551356,-0.0128,-0.242424,252502,"[0,5e+05)","1",0.252502
"3",1,21911177,21983486,100,0.0247678,-0.016,-1,72309,"[0,5e+05)","1",0.072309
"4",1,13145195,13605781,100,0.00396152,-0.0035,-1,460586,"[0,5e+05)","1",0.460586
"5",1,12252314,12536448,100,0.0684086,0.0573,0.534017,284134,"[0,5e+05)","1",0.284134
"6",1,8079218,8410421,100,0.000411142,-0.0024,-0.0740741,331203,"[0,5e+05)","1",0.331203
"7",1,14725766,14762310,100,0.469388,0.0604,0.857955,36544,"[0,5e+05)","1",0.036544
"8",1,11153775,11412901,100,0.0553014,-0.0331,-0.623352,259126,"[0,5e+05)","1",0.259126
"9",1,8376413,8805278,100,0.00815217,-0.012,-0.375,428865,"[0,5e+05)","1",0.428865
"10",1,3598596,3991327,100,0.00127047,-0.006,-0.130435,392731,"[0,5e+05)","1",0.392731
"11",1,3943582,4439215,100,0.00654511,-0.0056,-1,495633,"[0,5e+05)","1",0.495633
"12",1,21318111,21422932,100,0.071618,-0.0378,-1,104821,"[0,5e+05)","1",0.104821
"13",1,6173657,6212286,100,0.0617849,-0.027,-1,38629,"[0,5e+05)","1",0.038629
"14",1,1249502,1271844,100,0.452313,0.118,0.797297,22342,"[0,5e+05)","1",0.022342
"15",1,11429263,11710026,100,0.010595,0.0161,0.286988,280763,"[0,5e+05)","1",0.280763
"16",1,4594614,5094132,100,0.0145233,0.017,0.253731,499518,"[0,5e+05)","1",0.499518
"17",1,11756747,12020921,100,0.0127154,0.022,0.180328,264174,"[0,5e+05)","1",0.264174
"18",1,24846503,24911641,100,0.00555042,0.0048,1,65138,"[0,5e+05)","1",0.065138
"19",1,2420759,2432070,100,0.0525008,-0.0338,-1,11311,"[0,5e+05)","1",0.011311
"20",1,7387451,7488062,100,5.02636e-06,-2e-04,-0.0196078,100611,"[0,5e+05)","1",0.100611
"21",1,16414645,16654125,100,0.0105742,0.0216,0.152542,239480,"[0,5e+05)","1",0.23948
"22",1,9141945,9445942,100,0.00891071,-0.0112,-0.358974,303997,"[0,5e+05)","1",0.303997
"23",1,23996405,24164438,100,0.014784,0.016,0.615385,168033,"[0,5e+05)","1",0.168033
"24",1,8423146,8827750,100,0.00480439,0.0042,1,404604,"[0,5e+05)","1",0.404604
"25",1,20818620,21261673,100,0.00462773,-0.0078,-0.206349,443053,"[0,5e+05)","1",0.443053
