"","CHR","POS1","POS2","N_CHR","R.2","D","Dprime","DIST","LEVEL","Rep","DIST_MB"
"1",1,9249624,9526699,100,0.164134,-0.0432,-1,277075,"[0,5e+05)","1",0.277075
"2",1,15507873,15585368,100,0.00870406,-0.0072,-1,77495,"[0,5e+05)","1",0.077495
"3",1,14153334,14188557,100,1,0.09,1,35223,"[0,5e+05)","1",0.035223
"4",1,12094415,12301615,100,0.418605,-0.1008,-1,207200,"[0,5e+05)","1",0.2072
"5",1,9231537,9526699,100,0.734043,0.0552,1,295162,"[0,5e+05)","1",0.295162
"6",1,8391157,8571791,100,0.0103909,-0.0084,-1,180634,"[0,5e+05)","1",0.180634
"7",1,7843737,7950899,100,0.0248227,-0.0168,-1,107162,"[0,5e+05)","1",0.107162
"8",1,15327487,15585368,100,0.181669,0.0444,1,257881,"[0,5e+05)","1",0.257881
"9",1,13676042,13780828,100,0.244186,-0.084,-1,104786,"[0,5e+05)","1",0.104786
"10",1,16202735,16251488,100,0.0141557,-0.0112,-1,48753,"[0,5e+05)","1",0.048753
"11",1,21563676,22007946,100,0.637681,0.0704,1,444270,"[0,5e+05)","1",0.44427
"12",1,7843737,8163137,100,0.00407424,-0.0036,-1,319400,"[0,5e+05)","1",0.3194
"13",1,15563156,15665010,100,0.00966184,-0.008,-1,101854,"[0,5e+05)","1",0.101854
"14",1,7950899,8391157,100,0.0633075,-0.0392,-1,440258,"[0,5e+05)","1",0.440258
"15",1,8261415,8391157,100,0.0571967,-0.0364,-1,129742,"[0,5e+05)","1",0.129742
"16",1,22315822,22517572,100,0.153439,-0.058,-1,201750,"[0,5e+05)","1",0.20175
"17",1,3564388,3966246,100,0.837662,0.1032,1,401858,"[0,5e+05)","1",0.401858
"18",1,21870036,22315822,100,0.0462216,0.0252,1,445786,"[0,5e+05)","1",0.445786
"19",1,2506776,2973182,100,0.039039,-0.026,-1,466406,"[0,5e+05)","1",0.466406
"20",1,12742503,13114761,100,0.0103909,-0.0084,-1,372258,"[0,5e+05)","1",0.372258
"21",1,18072539,18248020,100,0.00555042,-0.0048,-1,175481,"[0,5e+05)","1",0.175481
"22",1,2154,87017,100,1,0.2016,1,84863,"[0,5e+05)","1",0.084863
"23",1,10532692,10940704,100,0.0103909,-0.0084,-1,408012,"[0,5e+05)","1",0.408012
"24",1,7860787,7964841,100,0.00555042,-0.0048,-1,104054,"[0,5e+05)","1",0.104054
"25",1,20173529,20551426,100,0.0338164,0.0224,1,377897,"[0,5e+05)","1",0.377897
"26",1,15706180,16202735,100,0.108527,0.056,1,496555,"[0,5e+05)","1",0.496555
"27",1,8391157,8761516,100,0.0141557,-0.0112,-1,370359,"[0,5e+05)","1",0.370359
"28",1,7548604,7843737,100,0.0462216,0.0252,1,295133,"[0,5e+05)","1",0.295133
"29",1,8163137,8533503,100,0.0957447,-0.036,-1,370366,"[0,5e+05)","1",0.370366
"30",1,2691304,2973182,100,0.0432099,-0.028,-1,281878,"[0,5e+05)","1",0.281878
"31",1,8078506,8092676,100,0.388112,0.0888,1,14170,"[0,5e+05)","1",0.01417
"32",1,19750638,19970006,100,0.0338164,-0.0224,-1,219368,"[0,5e+05)","1",0.219368
"33",1,13048296,13289637,100,0.00870406,-0.0072,-1,241341,"[0,5e+05)","1",0.241341
"34",1,1344982,1710465,100,0.164134,0.0432,1,365483,"[0,5e+05)","1",0.365483
"35",1,16394014,16606928,100,0.130435,-0.048,-1,212914,"[0,5e+05)","1",0.212914
"36",1,16202735,16606928,100,0.0141557,-0.0112,-1,404193,"[0,5e+05)","1",0.404193
"37",1,10397345,10532692,100,0.0248227,-0.0168,-1,135347,"[0,5e+05)","1",0.135347
"38",1,13289637,13619243,100,0.0248227,-0.0168,-1,329606,"[0,5e+05)","1",0.329606
"39",1,10940704,11002229,100,0.418605,0.1008,1,61525,"[0,5e+05)","1",0.061525
"40",1,12094415,12185016,100,0.0221987,-0.0168,-1,90601,"[0,5e+05)","1",0.090601
"41",1,16136636,16606928,100,0.782609,0.072,1,470292,"[0,5e+05)","1",0.470292
"42",1,23317112,23563764,100,0.0305523,-0.0208,-1,246652,"[0,5e+05)","1",0.246652
"43",1,14153334,14411777,100,0.166667,-0.06,-1,258443,"[0,5e+05)","1",0.258443
"44",1,1710465,2016918,100,0.0070922,-0.006,-1,306453,"[0,5e+05)","1",0.306453
"45",1,3723640,3866401,100,0.0425532,0.024,1,142761,"[0,5e+05)","1",0.142761
"46",1,18561209,19035702,100,0.00555042,-0.0048,-1,474493,"[0,5e+05)","1",0.474493
"47",1,2016918,2506776,100,0.039039,-0.026,-1,489858,"[0,5e+05)","1",0.489858
"48",1,22517572,22834080,100,0.0070922,-0.006,-1,316508,"[0,5e+05)","1",0.316508
"49",1,7368309,7408153,100,0.0957447,-0.036,-1,39844,"[0,5e+05)","1",0.039844
"50",1,10080611,10397345,100,0.0248227,-0.0168,-1,316734,"[0,5e+05)","1",0.316734
"51",1,22120021,22364149,100,0.224806,-0.0812,-1,244128,"[0,5e+05)","1",0.244128
"52",1,19869984,20087800,100,0.583333,-0.168,-1,217816,"[0,5e+05)","1",0.217816
"53",1,10916760,10940704,100,0.0141557,-0.0112,-1,23944,"[0,5e+05)","1",0.023944
"54",1,17670746,18072539,100,0.0338164,-0.0224,-1,401793,"[0,5e+05)","1",0.401793
"55",1,16434743,16786675,100,0.903475,0.1872,1,351932,"[0,5e+05)","1",0.351932
"56",1,24530999,24916200,100,0.0338164,-0.0224,-1,385201,"[0,5e+05)","1",0.385201
"57",1,22215565,22429787,100,0.0118577,-0.0096,-1,214222,"[0,5e+05)","1",0.214222
"58",1,3586398,3966246,100,0.0909091,0.048,1,379848,"[0,5e+05)","1",0.379848
"59",1,8078506,8533503,100,0.204545,-0.072,-1,454997,"[0,5e+05)","1",0.454997
"60",1,16786675,17224550,100,0.109687,-0.0616,-1,437875,"[0,5e+05)","1",0.437875
"61",1,5293702,5519491,100,0.0633075,-0.0392,-1,225789,"[0,5e+05)","1",0.225789
"62",1,23317112,23726081,100,0.782609,0.072,1,408969,"[0,5e+05)","1",0.408969
"63",1,2651243,2973182,100,0.166667,-0.06,-1,321939,"[0,5e+05)","1",0.321939
"64",1,14079462,14381179,100,0.0957447,-0.036,-1,301717,"[0,5e+05)","1",0.301717
"65",1,61738,87017,100,1,0.2016,1,25279,"[0,5e+05)","1",0.025279
"66",1,3586398,3866401,100,1,0.24,1,280003,"[0,5e+05)","1",0.280003
"67",1,15665010,15706180,100,0.130435,-0.048,-1,41170,"[0,5e+05)","1",0.04117
"68",1,1470063,1710465,100,0.0103909,-0.0084,-1,240402,"[0,5e+05)","1",0.240402
"69",1,15507873,15563156,100,0.0151515,-0.012,-1,55283,"[0,5e+05)","1",0.055283
"70",1,16136636,16202735,100,0.0180879,-0.014,-1,66099,"[0,5e+05)","1",0.066099
"71",1,23317112,23634694,100,0.0305523,-0.0208,-1,317582,"[0,5e+05)","1",0.317582
"72",1,7079291,7548604,100,0.920635,0.232,1,469313,"[0,5e+05)","1",0.469313
"73",1,21085074,21563676,100,0.00555042,-0.0048,-1,478602,"[0,5e+05)","1",0.478602
"74",1,6577882,7018339,100,0.0432099,-0.028,-1,440457,"[0,5e+05)","1",0.440457
"75",1,24438407,24574605,100,0.117883,0.0588,1,136198,"[0,5e+05)","1",0.136198
"76",1,2506776,2911606,100,0.0224267,-0.0156,-1,404830,"[0,5e+05)","1",0.40483
"77",1,13289637,13676042,100,0.0103909,-0.0084,-1,386405,"[0,5e+05)","1",0.386405
"78",1,9249624,9485541,100,0.0633075,0.0392,1,235917,"[0,5e+05)","1",0.235917
"79",1,21563676,21662380,100,0.0338164,-0.0224,-1,98704,"[0,5e+05)","1",0.098704
"80",1,16786675,17104781,100,1,0.2016,1,318106,"[0,5e+05)","1",0.318106
"81",1,20087800,20173529,100,0.130435,-0.048,-1,85729,"[0,5e+05)","1",0.085729
"82",1,18248020,18444016,100,0.00407424,-0.0036,-1,195996,"[0,5e+05)","1",0.195996
"83",1,1470063,1665930,100,0.0141557,-0.0112,-1,195867,"[0,5e+05)","1",0.195867
"84",1,3207193,3586398,100,0.583333,-0.168,-1,379205,"[0,5e+05)","1",0.379205
"85",1,24438407,24916200,100,0.0633075,-0.0392,-1,477793,"[0,5e+05)","1",0.477793
