"","CHR","POS1","POS2","N_CHR","R.2","D","Dprime","DIST","LEVEL","Rep","DIST_MB"
"1",1,16320830,16755697,100,1,0.25,1,434867,"[0,5e+05)","1",0.434867
"2",1,14979112,15058134,100,1,0.25,1,79022,"[0,5e+05)","1",0.079022
"3",1,16091554,16274306,100,1,-0.25,-1,182752,"[0,5e+05)","1",0.182752
"4",1,19200676,19566197,100,1,-0.25,-1,365521,"[0,5e+05)","1",0.365521
"5",1,23043465,23527865,100,1,0.25,1,484400,"[0,5e+05)","1",0.4844
"6",1,21947400,22147828,100,1,0.25,1,200428,"[0,5e+05)","1",0.200428
"7",1,7365674,7542762,100,1,-0.25,-1,177088,"[0,5e+05)","1",0.177088
"8",1,9489827,9645182,100,1,-0.25,-1,155355,"[0,5e+05)","1",0.155355
"9",1,17315617,17738651,100,1,-0.25,-1,423034,"[0,5e+05)","1",0.423034
"10",1,20272528,20742688,100,1,0.25,1,470160,"[0,5e+05)","1",0.47016
"11",1,4614853,5083712,100,1,0.25,1,468859,"[0,5e+05)","1",0.468859
"12",1,6989007,7134761,100,1,0.25,1,145754,"[0,5e+05)","1",0.145754
"13",1,13517699,13887632,100,1,0.25,1,369933,"[0,5e+05)","1",0.369933
"14",1,19715247,19980843,100,1,0.25,1,265596,"[0,5e+05)","1",0.265596
"15",1,21799902,22061261,100,1,0.25,1,261359,"[0,5e+05)","1",0.261359
"16",1,769242,1167023,100,1,-0.25,-1,397781,"[0,5e+05)","1",0.397781
"17",1,14747929,14979112,100,1,0.25,1,231183,"[0,5e+05)","1",0.231183
"18",1,17681357,17775126,100,1,-0.25,-1,93769,"[0,5e+05)","1",0.093769
"19",1,4555755,5050854,100,1,0.25,1,495099,"[0,5e+05)","1",0.495099
"20",1,7499856,7865465,100,0.123596,0.055,1,365609,"[0,5e+05)","1",0.365609
"21",1,1005231,1269026,100,1,0.25,1,263795,"[0,5e+05)","1",0.263795
"22",1,8116507,8595231,100,1,0.25,1,478724,"[0,5e+05)","1",0.478724
"23",1,6937586,7286274,100,1,-0.25,-1,348688,"[0,5e+05)","1",0.348688
"24",1,5803642,6048366,100,1,-0.25,-1,244724,"[0,5e+05)","1",0.244724
"25",1,22616459,22889719,100,1,-0.25,-1,273260,"[0,5e+05)","1",0.27326
"26",1,5456000,5828433,100,1,0.25,1,372433,"[0,5e+05)","1",0.372433
"27",1,1883532,2336027,100,1,0.25,1,452495,"[0,5e+05)","1",0.452495
"28",1,5237218,5603161,100,1,-0.25,-1,365943,"[0,5e+05)","1",0.365943
"29",1,5040626,5378561,100,1,0.25,1,337935,"[0,5e+05)","1",0.337935
"30",1,11429932,11455998,100,1,0.25,1,26066,"[0,5e+05)","1",0.026066
"31",1,21763139,22039912,100,1,0.25,1,276773,"[0,5e+05)","1",0.276773
"32",1,16250425,16578379,100,1,-0.25,-1,327954,"[0,5e+05)","1",0.327954
"33",1,7715291,7795297,100,1,0.25,1,80006,"[0,5e+05)","1",0.080006
"34",1,5903173,6013783,100,1,0.25,1,110610,"[0,5e+05)","1",0.11061
"35",1,21020180,21073669,100,1,0.25,1,53489,"[0,5e+05)","1",0.053489
"36",1,24085577,24398180,100,0.960784,-0.245,-1,312603,"[0,5e+05)","1",0.312603
"37",1,17101238,17538234,100,1,-0.25,-1,436996,"[0,5e+05)","1",0.436996
"38",1,19069666,19326002,100,1,-0.25,-1,256336,"[0,5e+05)","1",0.256336
"39",1,20089005,20423470,100,1,0.25,1,334465,"[0,5e+05)","1",0.334465
"40",1,15670795,15695593,100,1,-0.25,-1,24798,"[0,5e+05)","1",0.024798
"41",1,21774533,22020433,100,1,-0.25,-1,245900,"[0,5e+05)","1",0.2459
"42",1,8958356,8993038,100,1,-0.25,-1,34682,"[0,5e+05)","1",0.034682
"43",1,11944429,12094372,100,1,0.25,1,149943,"[0,5e+05)","1",0.149943
"44",1,16630570,16826068,100,1,-0.25,-1,195498,"[0,5e+05)","1",0.195498
"45",1,10132261,10394103,100,1,0.25,1,261842,"[0,5e+05)","1",0.261842
"46",1,17704105,17929916,100,1,0.25,1,225811,"[0,5e+05)","1",0.225811
"47",1,14439431,14927467,100,0.149425,-0.065,-1,488036,"[0,5e+05)","1",0.488036
"48",1,657553,949611,100,1,0.25,1,292058,"[0,5e+05)","1",0.292058
"49",1,22008284,22477093,100,1,-0.25,-1,468809,"[0,5e+05)","1",0.468809
"50",1,2469102,2637167,100,1,-0.25,-1,168065,"[0,5e+05)","1",0.168065
"51",1,4823267,5163946,100,1,-0.25,-1,340679,"[0,5e+05)","1",0.340679
"52",1,6024089,6417490,100,1,0.25,1,393401,"[0,5e+05)","1",0.393401
"53",1,16531161,16992356,100,1,-0.25,-1,461195,"[0,5e+05)","1",0.461195
"54",1,5766199,6222484,100,1,-0.25,-1,456285,"[0,5e+05)","1",0.456285
"55",1,9819351,10149227,100,1,-0.25,-1,329876,"[0,5e+05)","1",0.329876
"56",1,24169583,24252432,100,1,0.25,1,82849,"[0,5e+05)","1",0.082849
"57",1,16046215,16212944,100,1,0.25,1,166729,"[0,5e+05)","1",0.166729
"58",1,24655238,24683451,100,1,-0.25,-1,28213,"[0,5e+05)","1",0.028213
"59",1,12334080,12373517,100,1,-0.25,-1,39437,"[0,5e+05)","1",0.039437
"60",1,13732871,13832167,100,0.960784,-0.245,-1,99296,"[0,5e+05)","1",0.099296
"61",1,13867002,14311977,100,1,-0.25,-1,444975,"[0,5e+05)","1",0.444975
"62",1,10843071,11194508,100,1,0.25,1,351437,"[0,5e+05)","1",0.351437
"63",1,603944,937263,100,0.190476,0.08,1,333319,"[0,5e+05)","1",0.333319
"64",1,20789827,20802735,100,1,-0.25,-1,12908,"[0,5e+05)","1",0.012908
"65",1,20048117,20390049,100,1,-0.25,-1,341932,"[0,5e+05)","1",0.341932
"66",1,12774289,12859373,100,1,-0.25,-1,85084,"[0,5e+05)","1",0.085084
"67",1,9137975,9522676,100,0.190476,0.08,1,384701,"[0,5e+05)","1",0.384701
"68",1,733472,871321,100,1,0.25,1,137849,"[0,5e+05)","1",0.137849
"69",1,2988653,3333791,100,1,-0.25,-1,345138,"[0,5e+05)","1",0.345138
"70",1,881833,1377802,100,0.0526316,0.025,1,495969,"[0,5e+05)","1",0.495969
"71",1,4934957,5405006,100,1,0.25,1,470049,"[0,5e+05)","1",0.470049
"72",1,22772764,23137704,100,1,0.25,1,364940,"[0,5e+05)","1",0.36494
"73",1,2278368,2356465,100,1,0.25,1,78097,"[0,5e+05)","1",0.078097
"74",1,12201984,12523523,100,0.0638298,0.03,1,321539,"[0,5e+05)","1",0.321539
"75",1,8958356,9124874,100,1,0.25,1,166518,"[0,5e+05)","1",0.166518
"76",1,2163660,2288581,100,1,0.25,1,124921,"[0,5e+05)","1",0.124921
"77",1,3919772,4224598,100,1,0.25,1,304826,"[0,5e+05)","1",0.304826
"78",1,3733819,3982579,100,1,0.25,1,248760,"[0,5e+05)","1",0.24876
"79",1,21260876,21319550,100,1,-0.25,-1,58674,"[0,5e+05)","1",0.058674
"80",1,23918607,24361820,100,1,-0.25,-1,443213,"[0,5e+05)","1",0.443213
"81",1,16250425,16642269,100,1,-0.25,-1,391844,"[0,5e+05)","1",0.391844
