"","CHR","POS1","POS2","N_CHR","R.2","D","Dprime","DIST","LEVEL","Rep","DIST_MB"
"1",1,1474874,1840633,100,1,0.25,1,365759,"[0,5e+05)","2",0.365759
"2",1,17195099,17358008,100,1,-0.2499,-1,162909,"[0,5e+05)","2",0.162909
"3",1,8326223,8743499,100,1,-0.25,-1,417276,"[0,5e+05)","2",0.417276
"4",1,5734701,6152884,100,1,-0.25,-1,418183,"[0,5e+05)","2",0.418183
"5",1,12678509,12820868,100,1,0.2499,1,142359,"[0,5e+05)","2",0.142359
"6",1,22341127,22394177,100,1,0.2499,1,53050,"[0,5e+05)","2",0.05305
"7",1,6007368,6101077,100,1,0.25,1,93709,"[0,5e+05)","2",0.093709
"8",1,10952397,11379596,100,0.206349,0.0832,1,427199,"[0,5e+05)","2",0.427199
"9",1,22154995,22227941,100,1,0.2499,1,72946,"[0,5e+05)","2",0.072946
"10",1,4273443,4501008,100,0.162791,-0.07,-1,227565,"[0,5e+05)","2",0.227565
"11",1,13037843,13115673,100,1,-0.2499,-1,77830,"[0,5e+05)","2",0.07783
"12",1,1548789,1580709,100,1,-0.25,-1,31920,"[0,5e+05)","2",0.03192
"13",1,17659385,18047764,100,1,-0.2499,-1,388379,"[0,5e+05)","2",0.388379
"14",1,21858660,22048559,100,1,-0.2499,-1,189899,"[0,5e+05)","2",0.189899
"15",1,12126059,12405443,100,1,0.2496,1,279384,"[0,5e+05)","2",0.279384
"16",1,21354487,21792997,100,0.960784,0.245,1,438510,"[0,5e+05)","2",0.43851
"17",1,21194128,21204923,100,1,0.2499,1,10795,"[0,5e+05)","2",0.010795
"18",1,6884357,7008861,100,1,0.25,1,124504,"[0,5e+05)","2",0.124504
"19",1,6798025,6910095,100,1,0.25,1,112070,"[0,5e+05)","2",0.11207
"20",1,15701039,16081983,100,1,0.2499,1,380944,"[0,5e+05)","2",0.380944
"21",1,2917935,3204808,100,0.0526316,-0.025,-1,286873,"[0,5e+05)","2",0.286873
"22",1,13581067,13791276,100,1,-0.2499,-1,210209,"[0,5e+05)","2",0.210209
"23",1,12218322,12688809,100,0.960754,-0.2448,-1,470487,"[0,5e+05)","2",0.470487
"24",1,23782698,23911853,100,1,0.2499,1,129155,"[0,5e+05)","2",0.129155
"25",1,21868886,22128044,100,1,0.2499,1,259158,"[0,5e+05)","2",0.259158
"26",1,174646,573882,100,0.0869565,-0.04,-1,399236,"[0,5e+05)","2",0.399236
"27",1,16529331,16768142,100,0.286988,-0.1127,-1,238811,"[0,5e+05)","2",0.238811
"28",1,22667944,23065521,100,1,0.2499,1,397577,"[0,5e+05)","2",0.397577
"29",1,20608114,20761471,100,1,0.2499,1,153357,"[0,5e+05)","2",0.153357
"30",1,10279696,10353051,100,1,-0.2499,-1,73355,"[0,5e+05)","2",0.073355
"31",1,7909301,8124125,100,1,0.25,1,214824,"[0,5e+05)","2",0.214824
"32",1,9600232,10065636,100,1,-0.2499,-1,465404,"[0,5e+05)","2",0.465404
"33",1,17235534,17263237,100,1,-0.2499,-1,27703,"[0,5e+05)","2",0.027703
"34",1,237753,248113,100,0.0989011,-0.045,-1,10360,"[0,5e+05)","2",0.01036
"35",1,11431392,11859549,100,1,-0.2496,-1,428157,"[0,5e+05)","2",0.428157
"36",1,18381734,18442620,100,1,0.2499,1,60886,"[0,5e+05)","2",0.060886
"37",1,24053289,24199559,100,1,-0.2499,-1,146270,"[0,5e+05)","2",0.14627
"38",1,403018,888342,100,1,0.25,1,485324,"[0,5e+05)","2",0.485324
"39",1,14251180,14586695,100,0.131016,0.0588,1,335515,"[0,5e+05)","2",0.335515
"40",1,19845714,20114824,100,0.0835465,-0.0392,-1,269110,"[0,5e+05)","2",0.26911
"41",1,11963097,12349909,100,1,-0.2496,-1,386812,"[0,5e+05)","2",0.386812
"42",1,19296902,19690060,100,0.286988,-0.1127,-1,393158,"[0,5e+05)","2",0.393158
"43",1,15701039,16019390,100,0.0547798,-0.0255,-1,318351,"[0,5e+05)","2",0.318351
"44",1,15038419,15292371,100,1,-0.2499,-1,253952,"[0,5e+05)","2",0.253952
"45",1,5370879,5461667,100,1,-0.25,-1,90788,"[0,5e+05)","2",0.090788
