"","CHR","POS1","POS2","N_CHR","R.2","D","Dprime","DIST","LEVEL","Rep","DIST_MB"
"1",1,6381393,6513854,100,0.018595,0.0144,1,132461,"[0,5e+05)","1",0.132461
"2",1,22841272,23014219,100,0.0123457,-0.01,-1,172947,"[0,5e+05)","1",0.172947
"3",1,12909725,13040454,100,0.814815,0.088,1,130729,"[0,5e+05)","1",0.130729
"4",1,16974258,17351420,100,0.00870406,0.0072,1,377162,"[0,5e+05)","1",0.377162
"5",1,2240328,2445349,100,1,-0.1056,-1,205021,"[0,5e+05)","1",0.205021
"6",1,17111831,17351420,100,0.00407424,-0.0036,-1,239589,"[0,5e+05)","1",0.239589
"7",1,20304943,20597119,100,0.0816327,-0.048,-1,292176,"[0,5e+05)","1",0.292176
"8",1,410265,892741,100,0.00870406,-0.0072,-1,482476,"[0,5e+05)","1",0.482476
"9",1,1437269,1863807,100,0.0151515,0.012,1,426538,"[0,5e+05)","1",0.426538
"10",1,17648773,17730666,100,0.0070922,-0.006,-1,81893,"[0,5e+05)","1",0.081893
"11",1,7767276,7990567,100,0.0584416,-0.036,-1,223291,"[0,5e+05)","1",0.223291
"12",1,12582605,13001713,100,0.025974,0.0192,1,419108,"[0,5e+05)","1",0.419108
"13",1,21053917,21331105,100,0.00870406,-0.0072,-1,277188,"[0,5e+05)","1",0.277188
"14",1,24059419,24216941,100,0.0118577,-0.0096,-1,157522,"[0,5e+05)","1",0.157522
"15",1,22093207,22588150,100,0.018595,0.0144,1,494943,"[0,5e+05)","1",0.494943
"16",1,6805357,6989721,100,0.734043,0.0552,1,184364,"[0,5e+05)","1",0.184364
"17",1,10089972,10319436,100,0.00335946,-0.003,-1,229464,"[0,5e+05)","1",0.229464
"18",1,12582605,12632448,100,0.025974,0.0192,1,49843,"[0,5e+05)","1",0.049843
"19",1,20289188,20625955,100,0.814815,0.088,1,336767,"[0,5e+05)","1",0.336767
"20",1,6840000,6989721,100,0.00870406,-0.0072,-1,149721,"[0,5e+05)","1",0.149721
"21",1,13001713,13142945,100,0.0151515,0.012,1,141232,"[0,5e+05)","1",0.141232
"22",1,659535,765465,100,0.018595,-0.0144,-1,105930,"[0,5e+05)","1",0.10593
"23",1,1320477,1497795,100,0.173554,-0.0672,-1,177318,"[0,5e+05)","1",0.177318
"24",1,4810302,4971519,100,0.0151515,-0.012,-1,161217,"[0,5e+05)","1",0.161217
