"","CHR","POS1","POS2","N_CHR","R.2","D","Dprime","DIST","LEVEL","Rep","DIST_MB"
"1",1,15282965,15562317,100,1,-0.25,-1,279352,"[0,5e+05)","1",0.279352
"2",1,14035245,14431607,100,0.960784,-0.245,-1,396362,"[0,5e+05)","1",0.396362
"3",1,4498717,4647211,100,1,-0.25,-1,148494,"[0,5e+05)","1",0.148494
"4",1,11732439,11860079,100,1,-0.25,-1,127640,"[0,5e+05)","1",0.12764
"5",1,5030096,5328052,100,1,-0.25,-1,297956,"[0,5e+05)","1",0.297956
"6",1,3743899,3785644,100,1,0.25,1,41745,"[0,5e+05)","1",0.041745
"7",1,4840651,5014966,100,1,0.25,1,174315,"[0,5e+05)","1",0.174315
"8",1,22436204,22536820,100,1,-0.25,-1,100616,"[0,5e+05)","1",0.100616
"9",1,20918214,21022390,100,1,-0.25,-1,104176,"[0,5e+05)","1",0.104176
"10",1,18898168,18960537,100,1,-0.25,-1,62369,"[0,5e+05)","1",0.062369
"11",1,5724696,6161204,100,1,0.25,1,436508,"[0,5e+05)","1",0.436508
"12",1,398991,676709,100,1,0.25,1,277718,"[0,5e+05)","1",0.277718
"13",1,11686678,12117428,100,1,-0.25,-1,430750,"[0,5e+05)","1",0.43075
"14",1,18048906,18418279,100,1,-0.25,-1,369373,"[0,5e+05)","1",0.369373
"15",1,19465635,19666620,100,1,-0.25,-1,200985,"[0,5e+05)","1",0.200985
"16",1,11954254,11977266,100,1,-0.25,-1,23012,"[0,5e+05)","1",0.023012
"17",1,5315322,5576914,100,1,-0.25,-1,261592,"[0,5e+05)","1",0.261592
"18",1,21241381,21551662,100,1,0.25,1,310281,"[0,5e+05)","1",0.310281
"19",1,21452676,21620212,100,1,-0.25,-1,167536,"[0,5e+05)","1",0.167536
"20",1,1210391,1338305,100,1,0.25,1,127914,"[0,5e+05)","1",0.127914
"21",1,892575,1168792,100,1,0.25,1,276217,"[0,5e+05)","1",0.276217
"22",1,10842769,10990658,100,1,-0.25,-1,147889,"[0,5e+05)","1",0.147889
"23",1,17086723,17558783,100,1,-0.25,-1,472060,"[0,5e+05)","1",0.47206
"24",1,11954254,12045835,100,1,-0.25,-1,91581,"[0,5e+05)","1",0.091581
"25",1,18884225,19102111,100,1,-0.25,-1,217886,"[0,5e+05)","1",0.217886
"26",1,14483159,14816837,100,1,0.25,1,333678,"[0,5e+05)","1",0.333678
"27",1,21230460,21572773,100,1,-0.25,-1,342313,"[0,5e+05)","1",0.342313
"28",1,1948643,1982731,100,1,-0.25,-1,34088,"[0,5e+05)","1",0.034088
"29",1,17695119,17929147,100,1,0.25,1,234028,"[0,5e+05)","1",0.234028
"30",1,21846226,21878834,100,1,0.25,1,32608,"[0,5e+05)","1",0.032608
"31",1,1414232,1441110,100,1,-0.25,-1,26878,"[0,5e+05)","1",0.026878
"32",1,18898168,19176295,100,1,0.25,1,278127,"[0,5e+05)","1",0.278127
"33",1,2759989,3063288,100,1,-0.25,-1,303299,"[0,5e+05)","1",0.303299
